raw_name	R6	R5	R4	R3	R2	R1	col	sheet_name	k
BabyBonThr			2nd and Subsequent Chidren		Income limit for baby bonus	Tests	5	BabyBonus	46
Date			From		Period	Rates	1	BabyBonus_A	47
Enddate			To		Period	Rates	2	BabyBonus_A	47
BabyBon1A			1st Child		Total Baby Bonus Payment	Rates	3	BabyBonus_A	47
BabyBon2A			2nd and Subsequent Chidren		Total Baby Bonus Payment	Rates	4	BabyBonus_A	47
BabyBonThr			2nd and Subsequent Chidren		Income limit for baby bonus	Tests	5	BabyBonus_A	47
Date			From		Period	Tests	1	SchoolKidsBonus	48
Enddate			To		Period	Tests	2	SchoolKidsBonus	48
SkBonusIncThr			To		Income Threshold	Tests	3	SchoolKidsBonus	48
SKPrimaryRateA			Primary School Children		SchoolKids Bonus per Child	Rates	4	SchoolKidsBonus	48
SKSecStudRateA			Secondary School Children		SchoolKids Bonus per Child	Rates	5	SchoolKidsBonus	48
Date			From		Period	Tests	1	SchoolKidsBonus_A	49
Enddate			To		Period	Tests	2	SchoolKidsBonus_A	49
SkBonusIncThr			To		Income Threshold	Tests	3	SchoolKidsBonus_A	49
SKPrimaryRateA			Primary School Children		SchoolKids Bonus per Child	Rates	4	SchoolKidsBonus_A	49
SKSecStudRateA			Secondary School Children		SchoolKids Bonus per Child	Rates	5	SchoolKidsBonus_A	49
Date			From	Phase in Threshold	Period	Rate	1	SIFS	50
Enddate			To	Phase in Threshold	Period	Rate	2	SIFS	50
SifsMaxA			To	Phase in Threshold	Maximum Rate	Rate	3	SIFS	50
SifsThrLwr			To	Phase in Threshold	Primary Earner	Tests	4	SIFS	50
SifsTpr1			To	Taper in Rate	Primary Earner	Tests	5	SIFS	50
SifsThrMid			To	Phase out threshold	Primary Earner	Tests	6	SIFS	50
SifsTpr2			To	Taper out rate	Primary Earner	Tests	7	SIFS	50
SifsThrUpr			To	Upper Threshold	Primary Earner	Tests	8	SIFS	50
SifsPartThr			To	Income Free Area	Secondary Earner	Tests	9	SIFS	50
SifsPartTpr			To	Taper out rate	Secondary Earner	Tests	10	SIFS	50
Date			From	Phase in Threshold	Period	Rate	1	SIFS_A	51
Enddate			To	Phase in Threshold	Period	Rate	2	SIFS_A	51
SifsMaxA			To	Phase in Threshold	Maximum Rate	Rate	3	SIFS_A	51
SifsThrLwr			To	Phase in Threshold	Primary Earner	Tests	4	SIFS_A	51
SifsTpr1			To	Taper in Rate	Primary Earner	Tests	5	SIFS_A	51
SifsThrMid			To	Phase out threshold	Primary Earner	Tests	6	SIFS_A	51
SifsTpr2			To	Taper out rate	Primary Earner	Tests	7	SIFS_A	51
SifsThrUpr			To	Upper Threshold	Primary Earner	Tests	8	SIFS_A	51
SifsPartThr			To	Income Free Area	Secondary Earner	Tests	9	SIFS_A	51
SifsPartTpr			To	Taper out rate	Secondary Earner	Tests	10	SIFS_A	51
Date						Period:	1	TaxSchedule	52
Enddate						Period:	2	TaxSchedule	52
NumTaxBrkt						Number of tax brackets	3	TaxSchedule	52
TaxThr1						(Statutory) Tax Free Threshold	4	TaxSchedule	52
TaxRate1						Marginal rate in first tax step	5	TaxSchedule	52
TaxThr2						Second step in income tax scale	6	TaxSchedule	52
TaxRate2						Marginal rate in second tax step	7	TaxSchedule	52
TaxThr3						Third step in income tax scale	8	TaxSchedule	52
TaxRate3						Marginal rate in third tax step	9	TaxSchedule	52
TaxThr4						Fourth step in income tax scale	10	TaxSchedule	52
TaxRate4						Marginal rate in fourth tax step	11	TaxSchedule	52
Date	Standard Rate	Singles	Singles	Rates	Period		1	MedicareAndLevies	53
Enddate	Standard Rate	Singles	Singles	Rates	Period		2	MedicareAndLevies	53
MedLevRate	Standard Rate	Singles	Singles	Rates	Period	Medicare Levy	3	MedicareAndLevies	53
MedLevShdInRate	Shade-in rate	Singles	Singles	Rates	Period	Medicare Levy	4	MedicareAndLevies	53
MedLevSingThr	Standard Threshold	Singles	Singles	Thresholds	Period	Medicare Levy	5	MedicareAndLevies	53
MedLevSAPTOThr	Taxable Pensioners	Singles	Singles	Thresholds	Period	Medicare Levy	6	MedicareAndLevies	53
not_used365	Seniors	Singles	Singles	Thresholds	Period	Medicare Levy	7	MedicareAndLevies	53
MedLevFamIncThr	Standard	Singles	Families	Thresholds	Period	Medicare Levy	8	MedicareAndLevies	53
MedLevSaptoFamIncThr	Taxable Pensioners	Singles	Families	Thresholds	Period	Medicare Levy	9	MedicareAndLevies	53
not_used368	Seniors	Singles	Families	Thresholds	Period	Medicare Levy	10	MedicareAndLevies	53
MedLevThrDep	Add on for each child	Singles	Families	Thresholds	Period	Medicare Levy	11	MedicareAndLevies	53
MedLevDepAge1	Age limit 1	Singles	Dependants	Thresholds	Period	Medicare Levy	12	MedicareAndLevies	53
MedLevDepAge2	Age limit 2	Singles	Dependants	Thresholds	Period	Medicare Levy	13	MedicareAndLevies	53
MedLevDepIncThr1	Income threshold 1	Singles	Dependants	Thresholds	Period	Medicare Levy	14	MedicareAndLevies	53
MedLevDepIncThr2	Income Threshold 2	Singles	Dependants	Thresholds	Period	Medicare Levy	15	MedicareAndLevies	53
MedLevSurRate1	Tier 1	Singles	Dependants	Rates	Period	Medicare levy surcharge	16	MedicareAndLevies	53
MedLevSurRate2	Tier 2	Singles	Dependants	Rates	Period	Medicare levy surcharge	17	MedicareAndLevies	53
MedLevSurRate3	Tier 3	Singles	Dependants	Rates	Period	Medicare levy surcharge	18	MedicareAndLevies	53
MedLevSurTier1ThrS	Tier 1	Singles	Dependants	Thresholds	Period	Medicare levy surcharge	19	MedicareAndLevies	53
MedLevSurTier2ThrS	Tier 2	Singles	Dependants	Thresholds	Period	Medicare levy surcharge	20	MedicareAndLevies	53
MedLevSurTier3ThrS	Tier 3	Singles	Dependants	Thresholds	Period	Medicare levy surcharge	21	MedicareAndLevies	53
MedLevSurTier1ThrC	Tier 1	Families	Dependants	Thresholds	Period	Medicare levy surcharge	22	MedicareAndLevies	53
MedLevSurTier2ThrC	Tier 2	Families	Dependants	Thresholds	Period	Medicare levy surcharge	23	MedicareAndLevies	53
MedLevSurTier3ThrC	Tier 3	Families	Dependants	Thresholds	Period	Medicare levy surcharge	24	MedicareAndLevies	53
MedLevSurThrDep	Add on per child	Families	Dependants	Thresholds	Period	Medicare levy surcharge	25	MedicareAndLevies	53
MedLevSurDepAge1	Age limit 1	Dependants	Dependants	Thresholds	Period	Medicare levy surcharge	26	MedicareAndLevies	53
MedLevSurDepAge2	Age limit 2	Dependants	Dependants	Thresholds	Period	Medicare levy surcharge	27	MedicareAndLevies	53
not_used386	Age limit 2	Dependants	Dependants	Thresholds	Lower threshold	Flood Levy	28	MedicareAndLevies	53
not_used387	Age limit 2	Dependants	Dependants	Thresholds	Upper threshold	Flood Levy	29	MedicareAndLevies	53
not_used388	Age limit 2	Dependants	Dependants	Thresholds	Lower rate	Flood Levy	30	MedicareAndLevies	53
not_used389	Age limit 2	Dependants	Dependants	Thresholds	Upper rate	Flood Levy	31	MedicareAndLevies	53
TempBudgRepLevThr	Age limit 2	Dependants	Dependants	Thresholds	Threshold	Temporary Budget Repair Levy 	32	MedicareAndLevies	53
TempBudgRepLevRate	Age limit 2	Dependants	Dependants	Thresholds	Rate 	Temporary Budget Repair Levy 	33	MedicareAndLevies	53
Date			Single	No dependents	Period:	Dependant spouse rebate	1	RebatesOffsets	54
Enddate			Single	No dependents	Period:		2	RebatesOffsets	54
DSTOMax			Single	No dependents	Rates	Dependant spouse rebate	3	RebatesOffsets	54
DSTOThr			Single	Separate net income thresholds	Tests	Dependant spouse rebate	4	RebatesOffsets	54
DSTOTpr			Single	Withdrawal rates	Tests	Dependant spouse rebate	5	RebatesOffsets	54
DSTOIncThr			Single	Income limit of dependent spouse rebate	Tests	Dependant spouse rebate	6	RebatesOffsets	54
not_used396			Single	Yearly ATI Threshold	Dependency ATI limit for child or student	Dependant spouse rebate	7	RebatesOffsets	54
DICTOMax			Single	No dependents	Rates	Dependant (Invalid and Carer) Tax Offset	8	RebatesOffsets	54
DICTOThr			Single	Adjusted taxable income for offset threshold	Tests	Dependant (Invalid and Carer) Tax Offset	9	RebatesOffsets	54
DICTOTpr			Single	Withdrawal rates	Tests	Dependant (Invalid and Carer) Tax Offset	10	RebatesOffsets	54
DICTOIncThr			Single	Income limit of dependent spouse rebate	Tests	Dependant (Invalid and Carer) Tax Offset	11	RebatesOffsets	54
LITOMax			Single	Rebate maximum amount	Rate	Low Income Tax Offset	12	RebatesOffsets	54
LITOThr			Single	Income test threshold	Test	Low Income Tax Offset	13	RebatesOffsets	54
LITOTpr			Single	Withdrawal rate	Test	Low Income Tax Offset	14	RebatesOffsets	54
not_used404			Single	Rebate amount	Rate	Senior Australian Tax Offset	15	RebatesOffsets	54
not_used405			Couple	Rebate amount	Rate	Senior Australian Tax Offset	16	RebatesOffsets	54
not_used406			Single	Income threshold	Test	Senior Australian Tax Offset	17	RebatesOffsets	54
not_used407			Couple	Income threshold	Test	Senior Australian Tax Offset	18	RebatesOffsets	54
not_used408			Couple	Taper	Test	Senior Australian Tax Offset	19	RebatesOffsets	54
not_used409			Single	Maximum rebate amount	Rate	Pensioners Tax Offset	20	RebatesOffsets	54
not_used410			Couple	Maximum rebate amount	Rate	Pensioners Tax Offset	21	RebatesOffsets	54
not_used411			Single	Income threshold	Test	Pensioners Tax Offset	22	RebatesOffsets	54
not_used412			Couple	Income threshold	Test	Pensioners Tax Offset	23	RebatesOffsets	54
not_used413			Couple	Withdrawal Rate 	Test	Pensioners Tax Offset	24	RebatesOffsets	54
not_used414			Single	Seniors rebate supplement	Test	Pensioners Tax Offset	25	RebatesOffsets	54
not_used415			Couple	Seniors rebate supplement	Test	Pensioners Tax Offset	26	RebatesOffsets	54
SAPTOMaxS			Single	Maximum rebate amount	Rate	Senior Australians and Pensioners Tax Offset	27	RebatesOffsets	54
SAPTOMaxC			Couple	Maximum rebate amount	Rate	Senior Australians and Pensioners Tax Offset	28	RebatesOffsets	54
not_used418			Single	Income threshold	Test	Senior Australians and Pensioners Tax Offset	29	RebatesOffsets	54
not_used419			Couple	Income threshold	Test	Senior Australians and Pensioners Tax Offset	30	RebatesOffsets	54
SAPTOTpr			Couple	Taper	Test	Senior Australians and Pensioners Tax Offset	31	RebatesOffsets	54
not_used421			Couple	Rate	Rate	Net Medical Expenses Offset	32	RebatesOffsets	54
not_used422			Couple	Rate 2	Rate	Net Medical Expenses Offset	33	RebatesOffsets	54
not_used423			Couple	Medical Expenses Threshold 1	Test (Income test = MLS Test)	Net Medical Expenses Offset	34	RebatesOffsets	54
not_used424			Couple	Medical Expenses Threshold 2	Test (Income test = MLS Test)	Net Medical Expenses Offset	35	RebatesOffsets	54
MAWTOMax			Couple	Rebate maximum amount	Rate	Mature age worker tax offset	36	RebatesOffsets	54
MAWTOAge			Couple	Qualifying age	Test	Mature age worker tax offset	37	RebatesOffsets	54
MAWTOThr1			Couple	Threshold to start phase-out	Test	Mature age worker tax offset	38	RebatesOffsets	54
MAWTOThr2			Couple	Threshold to end phase-out	Test	Mature age worker tax offset	39	RebatesOffsets	54
MAWTOPhsInRate			Couple	Phase-in Rate	Test	Mature age worker tax offset	40	RebatesOffsets	54
MAWTOPhsOutRate			Couple	Phase-out Rate	Test	Mature age worker tax offset	41	RebatesOffsets	54
not_used431			Couple	Share of earned income in private income	Test	Mature age worker tax offset	42	RebatesOffsets	54
not_used432			Couple	Primary school	Maximum rebateable expenditure per child	Education Tax Refund	43	RebatesOffsets	54
not_used433			Couple	Secondary school	Maximum rebateable expenditure per child	Education Tax Refund	44	RebatesOffsets	54
not_used434			Couple	Secondary school	Proportion of expenses covered	Education Tax Refund	45	RebatesOffsets	54
not_used435			Couple	Secondary school	Spouse income threshold	Spouse superannuation contribution tax offset	46	RebatesOffsets	54
not_used436			Couple	Secondary school	Maximum contributions eligible for offset	Spouse superannuation contribution tax offset	47	RebatesOffsets	54
not_used437			Couple	Secondary school	Offset rate	Spouse superannuation contribution tax offset	48	RebatesOffsets	54
not_used438			Couple	Secondary school	Taper rate	Spouse superannuation contribution tax offset	49	RebatesOffsets	54
BENTOThr			Couple	Secondary school	Maximum amount of rebate	Beneficiary Tax Offset	50	RebatesOffsets	54
BENTORate			Couple	Secondary school	Phase out rate	Beneficiary Tax Offset	51	RebatesOffsets	54
Date	Aged Under 65	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Period from:		1	SuperBenefits	55
Enddate	Aged Under 65	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Period from:		2	SuperBenefits	55
SuperPresAge	Aged Under 65	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Preservation age		3	SuperBenefits	55
SuperTfAge	Aged Under 65	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Tax free age		4	SuperBenefits	55
Drawdown5564	Aged Under 65	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		5	SuperBenefits	55
Drawdown6574	Aged 65-74	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		6	SuperBenefits	55
Drawdown7579	Aged 75-79	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		7	SuperBenefits	55
Drawdown8084	Aged 80-84	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		8	SuperBenefits	55
Drawdown8589	Aged 85-89	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		9	SuperBenefits	55
Drawdown9094	Aged 90-94	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		10	SuperBenefits	55
DrawdownGt95	Aged 95 or more	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Minimum annual drawdown factors for super income streams		11	SuperBenefits	55
not_used456	Aged 95 or more	Lump sum rate	Taxed elements	Pre-preservation age maximum rates	Tax Rates on Superannuation Benefits		12	SuperBenefits	55
not_used457	Aged 95 or more	Offset rate disability benefit for income stream	Taxed elements	Pre-preservation age maximum rates	Tax Rates on Superannuation Benefits		13	SuperBenefits	55
not_used458	Aged 95 or more	Lump sum tax rate	Untaxed elements	Pre-preservation age maximum rates	Tax Rates on Superannuation Benefits		14	SuperBenefits	55
not_used459	Aged 95 or more	Lump sum tax rate	Untaxed elements	Pre-preservation age maximum rates	Tax Rates on Superannuation Benefits		15	SuperBenefits	55
not_used460	Tax rate 1	Lump sum	Taxed elements	Post-preservation but pre-tax free age maximum rates	Tax Rates on Superannuation Benefits		16	SuperBenefits	55
not_used461	Tax rate 2	Lump sum	Taxed elements	Post-preservation but pre-tax free age maximum rates	Tax Rates on Superannuation Benefits		17	SuperBenefits	55
TaxIncStrToRate	Offset rate	Income stream	Taxed elements	Post-preservation but pre-tax free age maximum rates	Tax Rates on Superannuation Benefits		18	SuperBenefits	55
not_used463	Tax rate 1	Lump sum	Untaxed elements	Post-preservation but pre-tax free age maximum rates	Tax Rates on Superannuation Benefits		19	SuperBenefits	55
not_used464	Tax rate 2	Lump sum	Untaxed elements	Post-preservation but pre-tax free age maximum rates	Tax Rates on Superannuation Benefits		20	SuperBenefits	55
not_used465	Tax rate 3	Lump sum	Untaxed elements	Post-preservation but pre-tax free age maximum rates	Tax Rates on Superannuation Benefits		21	SuperBenefits	55
not_used466	Tax rate 1	Lump sum	Untaxed elements	Post tax-free age	Tax Rates on Superannuation Benefits		22	SuperBenefits	55
not_used467	Tax rate 2	Lump sum	Untaxed elements	Post tax-free age	Tax Rates on Superannuation Benefits		23	SuperBenefits	55
UntaxIncStrToRate	Offset rate	Income stream	Untaxed elements	Post tax-free age	Tax Rates on Superannuation Benefits		24	SuperBenefits	55
not_used469	Offset rate	Income stream	Untaxed elements	Low rate cap amount	Tax Rates on Superannuation Benefits		25	SuperBenefits	55
not_used470	Offset rate	Income stream	Untaxed elements	Untaxed plan cap amount	Tax Rates on Superannuation Benefits		26	SuperBenefits	55
not_used471	Offset rate	Income stream	Base limit	Untaxed plan cap amount	Bona fide redundancy - tax-free part		27	SuperBenefits	55
not_used472	Offset rate	Income stream	Per complete year of service	Untaxed plan cap amount	Bona fide redundancy - tax-free part		28	SuperBenefits	55
not_used472	Offset rate	Income stream	Cap	Untaxed plan cap amount	Super Transfer Balance 		29	SuperBenefits	55
